OrderID,OrderDate,CustomerID,Age,Gender,Region,Category,Product,Quantity,UnitPrice,DiscountPct,TotalAmount,SalesChannel,PaymentMethod
20,2023-12-12,CUST2986,36,Other,West,Home,Table,4,680.79,0,2723.16,Online,Credit Card
21,2023-05-31,CUST6534,47,Female,East,Clothing,T-Shirt,3,347.66,0,1042.98,Mobile App,Cash
22,2023-10-31,CUST5548,54,Other,North,Clothing,T-Shirt,4,534.35,0,2137.4,Online,PayPal
23,2024-09-19,CUST2648,25,Female,West,Home,Rug,4,888.22,0,3552.88,In-Store,PayPal
24,2023-12-04,CUST3869,52,Male,North,Electronics,Headphones,1,15.01,15,12.76,Online,Cash
25,2023-07-14,CUST5496,50,Other,East,Electronics,Monitor,4,372.8,20,1192.96,In-Store,UPI
26,2024-08-31,CUST8022,50,Male,West,Home,Rug,3,796.86,15,2031.99,Online,PayPal
27,2023-08-08,CUST3205,46,Female,Central,Beauty,Perfume,1,53.17,5,50.51,In-Store,PayPal
28,2023-10-29,CUST1606,52,Male,West,Beauty,Shampoo,5,929.04,0,4645.2,Mobile App,UPI
29,2024-07-19,CUST1569,20,Female,South,Sports,Football,3,177.8,0,533.4,Mobile App,Debit Card
30,2024-01-28,CUST8343,56,Male,South,Home,Lamp,2,329.33,0,658.66,Mobile App,Debit Card
31,2024-05-20,CUST3950,53,Male,West,Home,Lamp,1,615.4,5,584.63,Online,Cash
32,2023-02-20,CUST4769,39,Female,South,Home,Table,2,103.04,20,164.86,In-Store,Credit Card
33,2023-09-21,CUST4124,61,Male,West,Beauty,Lotion,3,135.79,0,407.37,In-Store,UPI
34,2024-09-27,CUST2693,36,Male,East,Beauty,Perfume,4,141.42,0,565.68,In-Store,Debit Card
35,2024-01-28,CUST2931,18,Female,South,Sports,Yoga Mat,5,90.06,20,360.24,Online,Debit Card
36,2024-12-04,CUST1580,39,Male,East,Electronics,Monitor,5,641.89,10,2888.5,In-Store,PayPal
37,2023-02-16,CUST3141,63,Female,West,Sports,Football,5,124.91,10,562.1,Online,Cash
38,2023-09-11,CUST5452,40,Female,South,Clothing,Jeans,5,478.74,0,2393.7,In-Store,UPI
39,2024-10-20,CUST3489,49,Male,Central,Beauty,Lotion,4,380.87,0,1523.48,Online,Cash
40,2024-10-25,CUST7833,52,Male,North,Clothing,T-Shirt,4,589.92,0,2359.68,Online,PayPal
41,2023-06-17,CUST4913,60,Male,Central,Home,Chair,4,392.24,0,1568.96,Mobile App,Debit Card
42,2023-03-31,CUST9967,46,Female,South,Sports,Dumbbell,2,686.18,0,1372.36,In-Store,Debit Card
43,2024-05-07,CUST1412,53,Male,Central,Home,Sofa,4,695.96,0,2783.84,Online,Credit Card
44,2024-11-19,CUST2122,65,Female,North,Beauty,Lotion,5,753.11,0,3765.55,Mobile App,UPI
45,2023-09-30,CUST9787,65,Male,Central,Beauty,Shampoo,5,742.51,0,3712.55,Mobile App,PayPal
46,2023-03-17,CUST5360,24,Female,West,Electronics,Tablet,4,958.96,0,3835.84,Mobile App,Debit Card
47,2024-04-13,CUST8651,40,Male,Central,Sports,Tennis Racket,3,606.42,5,1728.3,Online,Debit Card
48,2023-08-23,CUST9010,35,Other,West,Clothing,Jeans,5,739.67,10,3328.52,Online,Debit Card
49,2023-06-23,CUST2191,59,Male,South,Clothing,Shoes,1,110.11,20,88.09,Mobile App,Debit Card
50,2024-10-09,CUST2365,69,Male,North,Clothing,Hat,5,93.99,0,469.95,Online,Cash
51,2023-06-16,CUST5186,27,Female,East,Beauty,Lipstick,3,779.38,15,1987.42,Mobile App,PayPal
52,2024-10-21,CUST7619,25,Male,North,Sports,Tennis Racket,2,473.97,0,947.94,Mobile App,Credit Card
53,2024-05-22,CUST8576,50,Female,Central,Home,Chair,4,962.55,20,3080.16,In-Store,Debit Card
54,2023-03-21,CUST6348,53,Other,East,Beauty,Soap,5,52.73,10,237.28,Online,Debit Card
55,2023-09-16,CUST3703,40,Male,East,Electronics,Laptop,1,631.28,15,536.59,In-Store,Cash
56,2024-10-09,CUST3745,67,Male,North,Beauty,Soap,2,196.24,0,392.48,Mobile App,Credit Card
57,2024-07-11,CUST8714,23,Female,East,Electronics,Laptop,5,815.66,5,3874.38,Online,Credit Card
58,2023-04-29,CUST2015,50,Female,North,Clothing,Jeans,2,556.07,10,1000.93,In-Store,Credit Card
59,2024-11-19,CUST5000,51,Male,East,Home,Chair,2,387.08,15,658.04,Mobile App,Credit Card
60,2024-03-12,CUST8190,54,Male,Central,Sports,Bicycle,1,539.0,10,485.1,In-Store,Debit Card
61,2023-01-01,CUST5780,30,Female,North,Home,Sofa,5,456.04,15,1938.17,Online,Debit Card
62,2023-11-02,CUST5363,18,Female,West,Beauty,Lotion,2,525.1,15,892.67,Online,PayPal
63,2023-03-16,CUST5530,56,Female,West,Electronics,Laptop,5,624.11,0,3120.55,In-Store,Debit Card
64,2023-11-04,CUST5261,50,Other,West,Clothing,Jeans,3,100.09,0,300.27,In-Store,Debit Card
65,2023-07-03,CUST4472,27,Male,West,Home,Sofa,5,798.51,0,3992.55,Online,Debit Card
66,2023-04-21,CUST1760,40,Other,East,Sports,Yoga Mat,5,217.04,0,1085.2,In-Store,Cash
67,2023-04-03,CUST1671,67,Male,South,Beauty,Shampoo,3,875.57,0,2626.71,Mobile App,PayPal
68,2024-06-17,CUST7981,18,Male,North,Sports,Tennis Racket,2,285.8,10,514.44,In-Store,Debit Card
69,2023-09-06,CUST7190,39,Other,East,Electronics,Smartphone,5,328.37,0,1641.85,Mobile App,UPI
70,2023-09-10,CUST6811,32,Other,South,Electronics,Smartphone,4,808.14,0,3232.56,Mobile App,Debit Card
71,2023-01-03,CUST2646,40,Female,East,Sports,Yoga Mat,3,259.91,20,623.78,Mobile App,Cash
72,2023-01-15,CUST9152,54,Female,North,Sports,Yoga Mat,2,360.61,0,721.22,Online,Debit Card
73,2024-08-02,CUST8561,20,Male,Central,Beauty,Shampoo,1,349.5,0,349.5,In-Store,Cash
74,2024-09-04,CUST3739,43,Female,East,Clothing,T-Shirt,4,136.3,0,545.2,Mobile App,UPI
75,2024-12-10,CUST2605,65,Female,East,Sports,Football,1,17.46,10,15.71,In-Store,Credit Card
76,2023-01-06,CUST8489,37,Other,West,Home,Rug,5,982.55,20,3930.2,Mobile App,Credit Card
77,2024-03-10,CUST7316,61,Male,South,Home,Sofa,2,561.2,0,1122.4,In-Store,Cash
78,2024-07-12,CUST3048,43,Female,Central,Home,Table,1,738.88,5,701.94,In-Store,PayPal
79,2024-11-20,CUST1009,22,Other,South,Beauty,Soap,3,597.94,15,1524.75,In-Store,UPI
80,2024-07-03,CUST4490,47,Other,North,Clothing,Shoes,1,147.44,0,147.44,Online,Cash
81,2024-08-10,CUST9162,52,Male,West,Beauty,Lotion,5,733.56,0,3667.8,Online,PayPal
82,2023-06-14,CUST3898,31,Female,West,Electronics,Monitor,4,172.02,10,619.27,Online,UPI
83,2024-09-07,CUST7943,68,Male,North,Clothing,T-Shirt,2,818.43,20,1309.49,Mobile App,Credit Card
84,2024-09-07,CUST5018,56,Other,East,Electronics,Laptop,1,397.57,0,397.57,Mobile App,PayPal
85,2023-08-19,CUST1922,53,Male,North,Clothing,Shoes,5,500.47,15,2127.0,Online,UPI
86,2024-06-05,CUST5612,27,Male,Central,Sports,Dumbbell,1,43.2,15,36.72,Mobile App,Cash
87,2023-02-16,CUST3371,29,Male,South,Sports,Bicycle,5,544.46,10,2450.07,Mobile App,PayPal
88,2023-03-10,CUST6779,28,Female,South,Home,Table,4,719.02,0,2876.08,In-Store,Debit Card
89,2023-07-29,CUST1984,50,Other,West,Home,Table,2,590.37,15,1003.63,Mobile App,Cash
90,2023-05-07,CUST4177,66,Other,South,Beauty,Lipstick,4,792.18,10,2851.85,Online,PayPal
91,2024-09-04,CUST4476,43,Female,West,Sports,Football,3,456.33,15,1163.64,In-Store,Credit Card
92,2023-05-17,CUST9393,69,Male,Central,Electronics,Headphones,5,385.51,10,1734.8,In-Store,Credit Card
93,2024-01-21,CUST9070,35,Other,South,Home,Table,1,864.88,15,735.15,Mobile App,Credit Card
94,2024-10-25,CUST2990,69,Female,Central,Home,Rug,4,913.62,15,3106.31,Online,Credit Card
95,2023-02-18,CUST1966,34,Male,North,Sports,Dumbbell,2,22.96,10,41.33,In-Store,Cash
96,2023-08-03,CUST3482,36,Female,Central,Sports,Football,1,316.84,15,269.31,Online,UPI
97,2023-06-24,CUST7645,45,Male,South,Sports,Dumbbell,2,301.1,0,602.2,In-Store,PayPal
98,2024-04-02,CUST7305,50,Other,West,Beauty,Shampoo,5,84.75,0,423.75,In-Store,UPI
99,2023-11-24,CUST8221,64,Male,East,Electronics,Laptop,3,238.76,0,716.28,Mobile App,Credit Card
100,2023-10-15,CUST3538,33,Male,Central,Beauty,Lotion,3,250.74,15,639.39,In-Store,Debit Card
101,2024-07-01,CUST2308,35,Female,North,Clothing,T-Shirt,5,36.27,10,163.22,Mobile App,UPI
102,2024-04-15,CUST5491,37,Male,Central,Beauty,Perfume,2,826.86,0,1653.72,In-Store,Credit Card
103,2023-12-30,CUST3679,63,Other,North,Clothing,Hat,4,227.32,0,909.28,In-Store,PayPal
104,2023-07-20,CUST6877,39,Other,West,Electronics,Laptop,2,637.14,20,1019.42,In-Store,Debit Card
105,2023-05-26,CUST6475,58,Female,South,Sports,Tennis Racket,2,279.58,0,559.16,Online,UPI
106,2023-12-08,CUST3074,48,Female,East,Electronics,Smartphone,4,214.36,0,857.44,In-Store,Cash
107,2024-02-05,CUST3969,38,Female,South,Sports,Football,5,183.62,10,826.29,In-Store,Debit Card
108,2024-01-06,CUST5124,38,Other,East,Beauty,Perfume,1,91.97,5,87.37,Online,PayPal
109,2024-07-01,CUST9942,37,Other,East,Home,Lamp,5,488.92,0,2444.6,Mobile App,Credit Card
110,2024-03-25,CUST2524,26,Male,North,Home,Chair,3,340.9,0,1022.7,Online,Credit Card
111,2023-05-11,CUST2252,61,Other,South,Sports,Dumbbell,2,465.08,0,930.16,Mobile App,UPI
112,2023-11-26,CUST4640,66,Other,West,Beauty,Perfume,3,962.48,0,2887.44,In-Store,PayPal
113,2023-07-19,CUST7609,42,Other,East,Sports,Football,5,695.35,15,2955.24,In-Store,Credit Card
114,2023-03-27,CUST1390,31,Other,Central,Sports,Yoga Mat,2,592.38,0,1184.76,Mobile App,Credit Card
115,2023-08-11,CUST6085,69,Other,East,Home,Lamp,3,944.82,0,2834.46,In-Store,PayPal
116,2023-04-08,CUST1130,54,Other,South,Clothing,T-Shirt,3,565.07,10,1525.69,Mobile App,Cash
117,2024-12-22,CUST9684,59,Female,South,Electronics,Tablet,5,665.04,10,2992.68,Mobile App,PayPal
118,2023-10-01,CUST4810,56,Female,West,Clothing,Jeans,3,875.95,10,2365.07,Online,Credit Card
119,2023-08-27,CUST5361,47,Male,West,Sports,Tennis Racket,4,631.23,5,2398.67,Online,Credit Card
120,2023-11-20,CUST1145,54,Male,North,Electronics,Headphones,5,361.08,15,1534.59,Online,Credit Card
121,2023-03-02,CUST5805,56,Other,East,Electronics,Laptop,4,226.07,0,904.28,In-Store,UPI
122,2024-07-28,CUST6429,68,Male,South,Clothing,T-Shirt,4,74.34,5,282.49,Mobile App,Debit Card
123,2024-05-31,CUST2796,64,Other,North,Electronics,Smartphone,1,194.57,0,194.57,Online,PayPal
124,2024-02-23,CUST8312,41,Other,East,Beauty,Lotion,1,182.16,0,182.16,In-Store,UPI
125,2024-09-01,CUST2290,58,Other,East,Sports,Football,1,895.97,10,806.37,Online,Credit Card
126,2024-04-07,CUST1954,51,Other,East,Home,Sofa,2,863.51,0,1727.02,Online,Debit Card
127,2024-08-15,CUST6233,57,Male,Central,Clothing,Hat,4,118.37,5,449.81,Mobile App,Debit Card
128,2023-09-19,CUST5311,36,Male,East,Home,Lamp,3,865.85,0,2597.55,Mobile App,Credit Card
129,2023-12-22,CUST5286,44,Female,West,Sports,Dumbbell,5,700.5,0,3502.5,Mobile App,UPI
130,2024-06-18,CUST8561,49,Other,Central,Home,Chair,2,470.82,20,753.31,In-Store,Debit Card
131,2023-08-12,CUST2136,58,Male,South,Beauty,Lotion,5,512.39,20,2049.56,Online,PayPal
132,2024-02-16,CUST1571,32,Female,Central,Home,Lamp,1,963.36,20,770.69,Online,Cash
133,2024-06-07,CUST9073,18,Female,South,Beauty,Lipstick,2,947.82,0,1895.64,Mobile App,Debit Card
134,2024-01-16,CUST6126,46,Other,North,Clothing,Hat,4,752.16,0,3008.64,In-Store,PayPal
135,2023-10-12,CUST9707,34,Other,Central,Home,Lamp,2,167.35,0,334.7,Online,UPI
136,2023-03-25,CUST4093,28,Other,East,Sports,Dumbbell,4,841.55,20,2692.96,Online,Cash
137,2023-03-25,CUST2682,22,Other,East,Beauty,Soap,5,910.43,10,4096.93,Online,Debit Card
138,2024-06-07,CUST6390,61,Other,West,Beauty,Lotion,5,208.36,0,1041.8,In-Store,Credit Card
139,2024-11-16,CUST4633,69,Other,East,Electronics,Monitor,5,162.12,0,810.6,Online,Cash
140,2024-06-10,CUST4224,47,Female,North,Sports,Bicycle,2,620.48,15,1054.82,In-Store,Cash
141,2024-12-26,CUST6109,19,Other,Central,Beauty,Lipstick,1,208.52,0,208.52,Online,UPI
142,2023-04-12,CUST4496,25,Other,East,Clothing,Jeans,3,698.03,0,2094.09,Online,Credit Card
143,2023-08-30,CUST9032,19,Male,North,Beauty,Shampoo,4,705.44,0,2821.76,Online,UPI
144,2023-07-13,CUST8014,43,Female,South,Electronics,Monitor,4,364.22,20,1165.5,In-Store,Debit Card
145,2024-09-26,CUST2925,26,Female,North,Clothing,Shoes,1,952.03,10,856.83,Mobile App,Credit Card
146,2023-11-14,CUST9442,24,Other,West,Clothing,Shoes,2,629.05,5,1195.2,In-Store,Debit Card
147,2023-01-12,CUST2560,62,Other,South,Clothing,Jacket,1,172.36,15,146.51,Mobile App,Cash
148,2024-08-16,CUST8057,36,Female,Central,Sports,Tennis Racket,5,662.12,0,3310.6,Online,PayPal
149,2023-04-03,CUST7078,32,Male,West,Home,Table,2,409.23,10,736.61,Online,UPI
150,2023-12-30,CUST4453,37,Female,North,Clothing,Hat,4,632.48,5,2403.42,Mobile App,Credit Card
151,2024-07-31,CUST2394,29,Other,Central,Beauty,Lotion,5,401.56,5,1907.41,In-Store,UPI
152,2024-08-21,CUST1525,31,Female,Central,Electronics,Headphones,2,718.67,15,1221.74,Online,UPI
153,2023-03-25,CUST9321,56,Female,North,Electronics,Tablet,5,450.85,20,1803.4,Mobile App,Credit Card
154,2024-03-24,CUST6543,29,Male,East,Electronics,Tablet,2,859.41,10,1546.94,In-Store,PayPal
155,2023-09-14,CUST7276,37,Other,West,Clothing,Hat,2,672.7,0,1345.4,Online,Credit Card
156,2023-07-23,CUST4568,61,Other,West,Beauty,Lipstick,1,609.48,20,487.58,Mobile App,UPI
157,2023-01-20,CUST1281,46,Male,East,Beauty,Lotion,2,131.74,10,237.13,In-Store,UPI
158,2023-07-25,CUST5585,37,Male,South,Sports,Dumbbell,5,112.28,0,561.4,Mobile App,PayPal
159,2023-08-11,CUST8351,64,Other,South,Clothing,T-Shirt,2,973.37,20,1557.39,Mobile App,Cash
160,2024-01-10,CUST8175,67,Male,North,Beauty,Soap,4,707.63,0,2830.52,Mobile App,UPI
161,2024-03-02,CUST7089,47,Female,South,Sports,Yoga Mat,1,839.73,0,839.73,Online,Debit Card
162,2023-01-01,CUST4124,65,Male,North,Electronics,Tablet,3,931.64,15,2375.68,In-Store,Cash
163,2024-11-18,CUST7924,26,Male,Central,Clothing,Jeans,1,867.77,0,867.77,Mobile App,Credit Card
164,2024-10-05,CUST5114,23,Female,South,Home,Table,2,410.1,15,697.17,Online,Credit Card
165,2024-03-30,CUST3772,32,Male,West,Home,Chair,3,381.92,15,973.9,In-Store,UPI
166,2024-05-11,CUST7059,55,Female,East,Home,Table,5,454.21,0,2271.05,Mobile App,Debit Card
167,2024-03-29,CUST2177,42,Male,South,Clothing,T-Shirt,3,546.94,0,1640.82,Online,Cash
168,2023-01-21,CUST1406,60,Other,Central,Beauty,Perfume,2,718.34,0,1436.68,Mobile App,Credit Card
169,2023-05-21,CUST5882,51,Female,Central,Beauty,Perfume,3,69.66,10,188.08,Online,Cash
170,2024-02-24,CUST7787,43,Male,East,Home,Chair,4,543.77,0,2175.08,Mobile App,Cash
171,2023-02-05,CUST6203,21,Female,North,Clothing,Hat,1,571.64,0,571.64,Online,Debit Card
172,2023-01-26,CUST5616,32,Female,South,Home,Chair,5,885.36,0,4426.8,Online,UPI
173,2023-02-19,CUST7807,36,Other,South,Clothing,T-Shirt,2,263.09,5,499.87,Online,Debit Card
174,2024-08-03,CUST1482,61,Female,North,Home,Table,2,457.25,0,914.5,Mobile App,UPI
175,2024-10-11,CUST2100,42,Female,East,Electronics,Monitor,3,611.02,0,1833.06,Mobile App,UPI
176,2024-04-03,CUST3349,36,Female,South,Clothing,Jacket,2,433.92,20,694.27,Mobile App,UPI
177,2024-10-09,CUST6472,23,Male,West,Beauty,Soap,1,599.79,0,599.79,Online,Credit Card
178,2023-06-09,CUST8397,25,Female,East,Beauty,Lotion,4,802.35,0,3209.4,In-Store,Cash
179,2024-12-27,CUST6291,19,Female,North,Sports,Yoga Mat,3,198.42,0,595.26,Mobile App,Debit Card
180,2024-04-21,CUST4374,33,Female,North,Beauty,Lipstick,2,958.05,10,1724.49,Mobile App,Cash
181,2023-08-25,CUST8446,45,Other,Central,Electronics,Tablet,4,480.14,15,1632.48,Online,Credit Card
182,2024-04-04,CUST3785,31,Male,South,Sports,Bicycle,2,790.02,0,1580.04,Online,Debit Card
183,2024-03-24,CUST6962,20,Female,South,Electronics,Monitor,2,937.59,0,1875.18,In-Store,PayPal
184,2023-08-27,CUST1560,59,Female,South,Home,Table,5,397.13,5,1886.37,Online,PayPal
185,2024-02-09,CUST8842,19,Other,South,Clothing,Jacket,4,820.55,20,2625.76,Mobile App,Debit Card
186,2023-09-10,CUST5259,48,Female,North,Beauty,Lotion,2,824.26,0,1648.52,In-Store,UPI
187,2024-10-14,CUST3529,25,Male,South,Beauty,Perfume,3,404.68,0,1214.04,Online,Cash
188,2024-10-14,CUST9734,31,Female,Central,Sports,Bicycle,4,966.16,5,3671.41,Mobile App,UPI
189,2024-05-31,CUST7488,19,Female,East,Home,Lamp,4,371.15,20,1187.68,In-Store,UPI
190,2023-06-05,CUST7406,33,Male,West,Electronics,Headphones,1,150.83,0,150.83,Mobile App,Credit Card
191,2023-05-04,CUST5517,56,Female,Central,Sports,Bicycle,4,182.02,5,691.68,Mobile App,UPI
192,2024-08-20,CUST4716,19,Female,East,Home,Rug,4,486.82,20,1557.82,Online,UPI
193,2023-08-30,CUST8380,35,Male,Central,Clothing,Jeans,5,223.05,10,1003.72,Online,PayPal
194,2023-07-02,CUST8961,21,Female,West,Electronics,Tablet,3,459.83,5,1310.52,In-Store,PayPal
195,2023-01-21,CUST3672,58,Male,North,Electronics,Monitor,4,860.97,0,3443.88,Online,Credit Card
196,2023-08-20,CUST9980,45,Other,South,Clothing,Shoes,5,286.57,0,1432.85,Mobile App,Credit Card
197,2024-03-24,CUST7230,54,Male,North,Electronics,Tablet,5,158.67,5,753.68,Mobile App,PayPal
198,2024-10-06,CUST1147,38,Female,West,Electronics,Monitor,3,80.54,0,241.62,Mobile App,Cash
199,2023-09-18,CUST9964,47,Female,South,Home,Rug,4,361.29,0,1445.16,In-Store,Cash
200,2024-07-14,CUST2827,21,Female,North,Electronics,Laptop,1,388.12,0,388.12,Online,Credit Card
201,2024-05-02,CUST1769,30,Male,West,Clothing,Jeans,2,800.73,5,1521.39,In-Store,PayPal
202,2024-05-02,CUST6946,31,Female,North,Clothing,T-Shirt,2,232.37,0,464.74,In-Store,Cash
203,2023-04-23,CUST8031,38,Other,South,Beauty,Soap,4,205.5,15,698.7,In-Store,Credit Card
204,2024-10-22,CUST1301,57,Female,West,Beauty,Shampoo,2,639.71,15,1087.51,Mobile App,PayPal
205,2024-06-24,CUST5558,69,Other,South,Electronics,Tablet,5,730.67,0,3653.35,Mobile App,PayPal
206,2024-11-26,CUST9706,36,Other,Central,Beauty,Soap,3,760.6,0,2281.8,In-Store,Cash
207,2023-09-18,CUST1514,18,Other,South,Electronics,Monitor,2,562.46,0,1124.92,In-Store,PayPal
208,2024-12-31,CUST3159,30,Male,West,Electronics,Smartphone,5,735.74,20,2942.96,In-Store,Debit Card
209,2024-09-24,CUST4489,37,Other,East,Clothing,Jeans,4,748.28,15,2544.15,Mobile App,PayPal
210,2023-01-20,CUST2929,41,Female,East,Sports,Yoga Mat,4,391.52,5,1487.78,In-Store,UPI
211,2023-07-07,CUST2080,62,Male,West,Sports,Tennis Racket,2,623.39,5,1184.44,Online,PayPal
212,2024-06-19,CUST1161,47,Female,East,Sports,Yoga Mat,4,565.05,15,1921.17,Mobile App,Cash
213,2024-02-10,CUST1663,62,Female,South,Beauty,Perfume,1,640.13,0,640.13,In-Store,UPI
214,2023-04-23,CUST2169,69,Male,East,Beauty,Perfume,5,155.98,20,623.92,Mobile App,PayPal
215,2023-09-17,CUST1659,65,Other,East,Electronics,Tablet,5,181.75,15,772.44,Mobile App,Cash
216,2024-05-14,CUST9329,67,Other,Central,Home,Sofa,2,591.89,0,1183.78,Mobile App,Credit Card
217,2024-03-01,CUST9738,63,Female,East,Sports,Football,3,305.74,10,825.5,Online,UPI
218,2023-12-22,CUST4331,56,Other,South,Sports,Bicycle,1,440.83,10,396.75,Mobile App,Credit Card
219,2023-12-30,CUST5283,48,Male,West,Electronics,Tablet,1,167.32,5,158.95,Online,Cash
220,2024-09-23,CUST1905,33,Female,South,Clothing,Shoes,3,282.86,15,721.29,Online,UPI
221,2024-08-18,CUST9017,60,Male,Central,Beauty,Shampoo,5,854.56,0,4272.8,In-Store,Credit Card
222,2023-07-18,CUST2449,43,Female,North,Home,Lamp,3,963.76,20,2313.02,Online,Debit Card
223,2023-11-01,CUST2938,68,Male,Central,Sports,Yoga Mat,5,657.63,0,3288.15,Online,UPI
224,2024-05-04,CUST1597,50,Male,Central,Electronics,Laptop,2,722.81,20,1156.5,Online,Debit Card
225,2023-06-26,CUST5624,51,Female,South,Beauty,Lotion,3,76.99,15,196.32,Online,Debit Card
226,2023-03-07,CUST7985,51,Other,Central,Sports,Tennis Racket,2,667.55,0,1335.1,Mobile App,Cash
227,2024-07-14,CUST6055,49,Other,Central,Beauty,Perfume,2,978.28,0,1956.56,In-Store,Cash
228,2024-01-16,CUST7823,45,Female,North,Beauty,Soap,4,871.87,0,3487.48,Mobile App,Debit Card
229,2023-08-15,CUST5869,56,Other,North,Electronics,Headphones,4,543.31,5,2064.58,Mobile App,Debit Card
230,2024-08-08,CUST1007,41,Male,West,Home,Rug,5,964.83,5,4582.94,Online,UPI
231,2023-09-25,CUST3822,33,Other,Central,Electronics,Smartphone,2,453.13,15,770.32,Mobile App,PayPal
232,2024-06-03,CUST1612,49,Other,Central,Clothing,Jacket,1,602.13,20,481.7,In-Store,PayPal
233,2024-07-28,CUST6108,38,Female,Central,Electronics,Tablet,3,510.15,0,1530.45,In-Store,Cash
234,2024-06-20,CUST7274,50,Male,West,Beauty,Lotion,3,170.61,0,511.83,In-Store,Debit Card
235,2024-01-07,CUST1645,36,Male,East,Sports,Dumbbell,5,343.47,0,1717.35,In-Store,Cash
236,2023-05-11,CUST1587,45,Female,South,Beauty,Shampoo,5,261.78,15,1112.56,Online,Cash
237,2023-02-10,CUST7450,64,Female,South,Clothing,T-Shirt,5,425.92,0,2129.6,Mobile App,Credit Card
238,2023-10-16,CUST9915,33,Female,South,Electronics,Monitor,4,476.57,20,1525.02,Mobile App,Cash
239,2024-10-01,CUST7659,42,Other,Central,Electronics,Tablet,4,991.83,20,3173.86,Mobile App,Credit Card
240,2024-02-05,CUST5646,26,Other,West,Sports,Tennis Racket,4,938.92,5,3567.9,Online,Debit Card
241,2024-08-25,CUST2377,63,Female,West,Home,Sofa,3,10.19,0,30.57,Online,PayPal
242,2023-06-03,CUST2750,39,Male,East,Home,Rug,4,27.82,15,94.59,In-Store,PayPal
243,2023-06-22,CUST8230,26,Other,West,Home,Lamp,3,806.86,5,2299.55,Mobile App,Credit Card
244,2024-03-12,CUST3723,57,Male,North,Beauty,Perfume,4,121.45,15,412.93,Online,Cash
245,2023-11-30,CUST1040,21,Other,West,Electronics,Headphones,5,304.27,0,1521.35,In-Store,Credit Card
246,2023-09-25,CUST6154,28,Female,South,Sports,Football,5,839.77,15,3569.02,Online,UPI
247,2023-07-20,CUST4516,26,Other,North,Sports,Bicycle,5,602.99,0,3014.95,In-Store,Credit Card
248,2024-10-20,CUST7748,39,Male,East,Sports,Bicycle,4,469.79,20,1503.33,In-Store,Cash
249,2023-12-14,CUST1771,39,Male,East,Electronics,Monitor,3,245.06,20,588.14,In-Store,Cash
250,2024-08-06,CUST5005,23,Female,North,Clothing,Jeans,3,746.16,0,2238.48,In-Store,Credit Card
251,2024-01-15,CUST8616,46,Male,North,Sports,Bicycle,2,908.31,0,1816.62,Mobile App,PayPal
252,2023-02-18,CUST2325,66,Female,East,Sports,Bicycle,1,521.41,15,443.2,Online,Debit Card
253,2023-12-29,CUST7376,26,Male,North,Sports,Tennis Racket,1,226.32,0,226.32,Online,Credit Card
254,2024-07-04,CUST5492,28,Female,East,Sports,Dumbbell,3,512.34,0,1537.02,Mobile App,UPI
255,2023-04-19,CUST7588,65,Male,Central,Sports,Football,4,732.56,10,2637.22,In-Store,Cash
